gender,raceEthn,parentEducation,lunch,testPrep,exam,score
female,group C,master's degree,standard,none,reading,78
female,group C,master's degree,standard,none,writing,74
female,group A,high school,free/reduced,completed,math,34
female,group A,high school,free/reduced,completed,reading,48
female,group A,high school,free/reduced,completed,writing,41
female,group D,bachelor's degree,free/reduced,completed,math,93
female,group D,bachelor's degree,free/reduced,completed,reading,100
female,group D,bachelor's degree,free/reduced,completed,writing,100
female,group D,some high school,free/reduced,none,math,67
female,group D,some high school,free/reduced,none,reading,84
female,group D,some high school,free/reduced,none,writing,84
male,group D,some college,standard,none,math,88
male,group D,some college,standard,none,reading,77
male,group D,some college,standard,none,writing,77
male,group B,high school,standard,none,math,57
male,group B,high school,standard,none,reading,48
male,group B,high school,standard,none,writing,51
female,group D,some college,standard,completed,math,79
female,group D,some college,standard,completed,reading,84
female,group D,some college,standard,completed,writing,91
female,group C,bachelor's degree,free/reduced,none,math,67
female,group C,bachelor's degree,free/reduced,none,reading,75
female,group C,bachelor's degree,free/reduced,none,writing,72
male,group E,bachelor's degree,standard,completed,math,70
male,group E,bachelor's degree,standard,completed,reading,64
male,group E,bachelor's degree,standard,completed,writing,70
male,group D,bachelor's degree,free/reduced,none,math,50
male,group D,bachelor's degree,free/reduced,none,reading,42
male,group D,bachelor's degree,free/reduced,none,writing,48
female,group A,some college,standard,none,math,69
female,group A,some college,standard,none,reading,84
female,group A,some college,standard,none,writing,82
female,group C,bachelor's degree,standard,completed,math,52
female,group C,bachelor's degree,standard,completed,reading,61
female,group C,bachelor's degree,standard,completed,writing,66
female,group C,bachelor's degree,free/reduced,completed,math,47
female,group C,bachelor's degree,free/reduced,completed,reading,62
female,group C,bachelor's degree,free/reduced,completed,writing,66
female,group B,associate's degree,free/reduced,none,math,46
female,group B,associate's degree,free/reduced,none,reading,61
female,group B,associate's degree,free/reduced,none,writing,55
female,group E,some college,standard,none,math,68
female,group E,some college,standard,none,reading,70
female,group E,some college,standard,none,writing,66
male,group E,bachelor's degree,standard,completed,math,100
male,group E,bachelor's degree,standard,completed,reading,100
male,group E,bachelor's degree,standard,completed,writing,100
female,group C,high school,standard,none,math,44
female,group C,high school,standard,none,reading,61
female,group C,high school,standard,none,writing,52
female,group C,associate's degree,standard,completed,math,57
female,group C,associate's degree,standard,completed,reading,77
female,group C,associate's degree,standard,completed,writing,80
male,group B,some college,standard,completed,math,91
male,group B,some college,standard,completed,reading,96
male,group B,some college,standard,completed,writing,91
male,group D,high school,free/reduced,none,math,69
male,group D,high school,free/reduced,none,reading,70
male,group D,high school,free/reduced,none,writing,67
female,group C,high school,free/reduced,none,math,35
female,group C,high school,free/reduced,none,reading,53
female,group C,high school,free/reduced,none,writing,46
male,group D,high school,standard,none,math,72
male,group D,high school,standard,none,reading,66
male,group D,high school,standard,none,writing,66
female,group B,associate's degree,free/reduced,none,math,54
female,group B,associate's degree,free/reduced,none,reading,65
female,group B,associate's degree,free/reduced,none,writing,65
male,group D,high school,free/reduced,none,math,74
male,group D,high school,free/reduced,none,reading,70
male,group D,high school,free/reduced,none,writing,69
male,group E,some high school,standard,completed,math,74
male,group E,some high school,standard,completed,reading,64
male,group E,some high school,standard,completed,writing,60
male,group E,associate's degree,free/reduced,none,math,64
male,group E,associate's degree,free/reduced,none,reading,56
male,group E,associate's degree,free/reduced,none,writing,52
female,group D,high school,free/reduced,completed,math,65
female,group D,high school,free/reduced,completed,reading,61
female,group D,high school,free/reduced,completed,writing,71
male,group E,associate's degree,free/reduced,completed,math,46
male,group E,associate's degree,free/reduced,completed,reading,43
male,group E,associate's degree,free/reduced,completed,writing,44
female,group C,some high school,free/reduced,none,math,48
female,group C,some high school,free/reduced,none,reading,56
female,group C,some high school,free/reduced,none,writing,51
male,group C,some college,free/reduced,completed,math,67
male,group C,some college,free/reduced,completed,reading,74
male,group C,some college,free/reduced,completed,writing,70
male,group D,some college,free/reduced,none,math,62
male,group D,some college,free/reduced,none,reading,57
male,group D,some college,free/reduced,none,writing,62
male,group D,associate's degree,free/reduced,completed,math,61
male,group D,associate's degree,free/reduced,completed,reading,71
male,group D,associate's degree,free/reduced,completed,writing,73
male,group C,bachelor's degree,free/reduced,completed,math,70
male,group C,bachelor's degree,free/reduced,completed,reading,75
male,group C,bachelor's degree,free/reduced,completed,writing,74
male,group C,associate's degree,standard,completed,math,98
male,group C,associate's degree,standard,completed,reading,87
male,group C,associate's degree,standard,completed,writing,90
male,group D,some college,free/reduced,none,math,70
male,group D,some college,free/reduced,none,reading,63
male,group D,some college,free/reduced,none,writing,58
male,group A,associate's degree,standard,none,math,67
male,group A,associate's degree,standard,none,reading,57
male,group A,associate's degree,standard,none,writing,53
female,group E,high school,free/reduced,none,math,57
female,group E,high school,free/reduced,none,reading,58
female,group E,high school,free/reduced,none,writing,57
male,group D,some college,standard,completed,math,85
male,group D,some college,standard,completed,reading,81
male,group D,some college,standard,completed,writing,85
male,group D,some high school,standard,completed,math,77
male,group D,some high school,standard,completed,reading,68
male,group D,some high school,standard,completed,writing,69
male,group C,master's degree,free/reduced,completed,math,72
male,group C,master's degree,free/reduced,completed,reading,66
male,group C,master's degree,free/reduced,completed,writing,72
female,group D,master's degree,standard,none,math,78
female,group D,master's degree,standard,none,reading,91
female,group D,master's degree,standard,none,writing,96
male,group C,high school,standard,none,math,81
male,group C,high school,standard,none,reading,66
male,group C,high school,standard,none,writing,64
male,group A,some high school,free/reduced,completed,math,61
male,group A,some high school,free/reduced,completed,reading,62
male,group A,some high school,free/reduced,completed,writing,61
female,group B,high school,standard,none,math,58
female,group B,high school,standard,none,reading,68
female,group B,high school,standard,none,writing,61
female,group C,associate's degree,standard,none,math,54
female,group C,associate's degree,standard,none,reading,61
female,group C,associate's degree,standard,none,writing,58
male,group B,high school,standard,none,math,82
male,group B,high school,standard,none,reading,82
male,group B,high school,standard,none,writing,80
female,group D,some college,free/reduced,none,math,49
female,group D,some college,free/reduced,none,reading,58
female,group D,some college,free/reduced,none,writing,60
male,group B,some high school,free/reduced,completed,math,49
male,group B,some high school,free/reduced,completed,reading,50
male,group B,some high school,free/reduced,completed,writing,52
female,group E,high school,free/reduced,completed,math,57
female,group E,high school,free/reduced,completed,reading,75
female,group E,high school,free/reduced,completed,writing,73
male,group E,high school,standard,none,math,94
male,group E,high school,standard,none,reading,73
male,group E,high school,standard,none,writing,71
female,group D,some college,standard,completed,math,75
female,group D,some college,standard,completed,reading,77
female,group D,some college,standard,completed,writing,83
female,group E,some high school,free/reduced,none,math,74
female,group E,some high school,free/reduced,none,reading,74
female,group E,some high school,free/reduced,none,writing,72
male,group C,high school,standard,completed,math,58
male,group C,high school,standard,completed,reading,52
male,group C,high school,standard,completed,writing,54
female,group C,some college,standard,none,math,62
female,group C,some college,standard,none,reading,69
female,group C,some college,standard,none,writing,69
male,group E,associate's degree,standard,none,math,72
male,group E,associate's degree,standard,none,reading,57
male,group E,associate's degree,standard,none,writing,62
male,group C,some college,standard,none,math,84
male,group C,some college,standard,none,reading,87
male,group C,some college,standard,none,writing,81
female,group D,master's degree,standard,none,math,92
female,group D,master's degree,standard,none,reading,100
female,group D,master's degree,standard,none,writing,100
female,group D,high school,standard,none,math,45
female,group D,high school,standard,none,reading,63
female,group D,high school,standard,none,writing,59
male,group C,high school,standard,none,math,75
male,group C,high school,standard,none,reading,81
male,group C,high school,standard,none,writing,71
female,group A,some college,standard,none,math,56
female,group A,some college,standard,none,reading,58
female,group A,some college,standard,none,writing,64
female,group D,some high school,free/reduced,none,math,48
female,group D,some high school,free/reduced,none,reading,54
female,group D,some high school,free/reduced,none,writing,53
female,group E,associate's degree,standard,none,math,100
female,group E,associate's degree,standard,none,reading,100
female,group E,associate's degree,standard,none,writing,100
female,group C,some high school,free/reduced,completed,math,65
female,group C,some high school,free/reduced,completed,reading,76
female,group C,some high school,free/reduced,completed,writing,75
male,group D,some college,standard,none,math,72
male,group D,some college,standard,none,reading,57
male,group D,some college,standard,none,writing,58
female,group D,some college,standard,none,math,62
female,group D,some college,standard,none,reading,70
female,group D,some college,standard,none,writing,72
male,group A,some high school,standard,completed,math,66
male,group A,some high school,standard,completed,reading,68
male,group A,some high school,standard,completed,writing,64
male,group C,some college,standard,none,math,63
male,group C,some college,standard,none,reading,63
male,group C,some college,standard,none,writing,60
female,group E,associate's degree,standard,none,math,68
female,group E,associate's degree,standard,none,reading,76
female,group E,associate's degree,standard,none,writing,67
female,group B,bachelor's degree,standard,none,math,75
female,group B,bachelor's degree,standard,none,reading,84
female,group B,bachelor's degree,standard,none,writing,80
female,group D,bachelor's degree,standard,none,math,89
female,group D,bachelor's degree,standard,none,reading,100
female,group D,bachelor's degree,standard,none,writing,100
male,group C,some high school,standard,completed,math,78
male,group C,some high school,standard,completed,reading,72
male,group C,some high school,standard,completed,writing,69
female,group A,high school,free/reduced,completed,math,53
female,group A,high school,free/reduced,completed,reading,50
female,group A,high school,free/reduced,completed,writing,60
female,group D,some college,free/reduced,none,math,49
female,group D,some college,free/reduced,none,reading,65
female,group D,some college,free/reduced,none,writing,61
female,group A,some college,standard,none,math,54
female,group A,some college,standard,none,reading,63
female,group A,some college,standard,none,writing,67
female,group C,some college,standard,completed,math,64
female,group C,some college,standard,completed,reading,82
female,group C,some college,standard,completed,writing,77
male,group B,some college,free/reduced,completed,math,60
male,group B,some college,free/reduced,completed,reading,62
male,group B,some college,free/reduced,completed,writing,60
male,group C,associate's degree,standard,none,math,62
male,group C,associate's degree,standard,none,reading,65
male,group C,associate's degree,standard,none,writing,58
male,group D,high school,standard,completed,math,55
male,group D,high school,standard,completed,reading,41
male,group D,high school,standard,completed,writing,48
female,group C,associate's degree,standard,none,math,91
female,group C,associate's degree,standard,none,reading,95
female,group C,associate's degree,standard,none,writing,94
female,group B,high school,free/reduced,none,math,8
female,group B,high school,free/reduced,none,reading,24
female,group B,high school,free/reduced,none,writing,23
male,group D,some high school,standard,none,math,81
male,group D,some high school,standard,none,reading,78
male,group D,some high school,standard,none,writing,78
male,group B,some high school,standard,completed,math,79
male,group B,some high school,standard,completed,reading,85
male,group B,some high school,standard,completed,writing,86
female,group A,some college,standard,completed,math,78
female,group A,some college,standard,completed,reading,87
female,group A,some college,standard,completed,writing,91
female,group C,some high school,standard,none,math,74
female,group C,some high school,standard,none,reading,75
female,group C,some high school,standard,none,writing,82
male,group A,high school,standard,none,math,57
male,group A,high school,standard,none,reading,51
male,group A,high school,standard,none,writing,54
female,group C,associate's degree,standard,none,math,40
female,group C,associate's degree,standard,none,reading,59
female,group C,associate's degree,standard,none,writing,51
male,group E,some high school,standard,completed,math,81
male,group E,some high school,standard,completed,reading,75
male,group E,some high school,standard,completed,writing,76
female,group A,some high school,free/reduced,none,math,44
female,group A,some high school,free/reduced,none,reading,45
female,group A,some high school,free/reduced,none,writing,45
female,group D,some college,free/reduced,completed,math,67
female,group D,some college,free/reduced,completed,reading,86
female,group D,some college,free/reduced,completed,writing,83
male,group E,high school,free/reduced,completed,math,86
male,group E,high school,free/reduced,completed,reading,81
male,group E,high school,free/reduced,completed,writing,75
female,group B,some high school,standard,completed,math,65
female,group B,some high school,standard,completed,reading,82
female,group B,some high school,standard,completed,writing,78
female,group D,associate's degree,free/reduced,none,math,55
female,group D,associate's degree,free/reduced,none,reading,76
female,group D,associate's degree,free/reduced,none,writing,76
female,group D,bachelor's degree,free/reduced,none,math,62
female,group D,bachelor's degree,free/reduced,none,reading,72
female,group D,bachelor's degree,free/reduced,none,writing,74
male,group A,high school,standard,none,math,63
male,group A,high school,standard,none,reading,63
male,group A,high school,standard,none,writing,62
female,group E,master's degree,standard,completed,math,88
female,group E,master's degree,standard,completed,reading,99
female,group E,master's degree,standard,completed,writing,95
male,group C,high school,free/reduced,none,math,62
male,group C,high school,free/reduced,none,reading,55
male,group C,high school,free/reduced,none,writing,55
female,group C,high school,free/reduced,completed,math,59
female,group C,high school,free/reduced,completed,reading,71
female,group C,high school,free/reduced,completed,writing,65
female,group D,some college,standard,completed,math,68
female,group D,some college,standard,completed,reading,78
female,group D,some college,standard,completed,writing,77
female,group D,some college,free/reduced,none,math,77
female,group D,some college,free/reduced,none,reading,86
female,group D,some college,free/reduced,none,writing,86
